Transaction ID,Customer ID,Product,Category,Region,Sales Amount,Quantity,Date,Payment Method
T03001,C9541,Desktop,Office Equipment,North,1449.54,10,2023-03-13,UPI
T03002,C7753,Camera,Office Equipment,East,277.51,2,2024-01-21,Credit Card
T03003,C3208,Keyboard,Office Equipment,North,269.06,10,2023-01-16,Debit Card
T03004,C7934,Printer,Electronics,North,298.83,4,2024-06-08,UPI
T03005,C9316,Desktop,Electronics,North,1532.69,6,2023-07-19,Debit Card
T03006,C9381,Keyboard,Accessories,East,969.32,3,2024-04-05,Debit Card
T03007,C2171,Monitor,Office Equipment,South,1153.15,8,2023-10-01,UPI
T03008,C2644,Headphones,Accessories,East,1165.17,5,2024-06-09,Debit Card
T03009,C9381,Printer,Office Equipment,East,523.57,5,2024-03-14,Debit Card
T03010,C6597,Printer,Office Equipment,North,651.94,6,2024-07-04,UPI
T03011,C5339,Monitor,Accessories,North,1993.81,2,2024-08-06,Credit Card
T03012,C2727,Headphones,Electronics,South,1418.62,3,2023-08-16,Credit Card
T03013,C5789,Laptop,Office Equipment,South,968.93,5,2023-11-17,Online Payment
T03014,C1768,Tablet,Electronics,East,215.2,6,2023-09-08,Cash
T03015,C2679,Tablet,Electronics,South,881.17,4,2024-05-03,Debit Card
T03016,C2725,Monitor,Accessories,North,1431.66,2,2024-06-22,Debit Card
T03017,C2303,Keyboard,Electronics,South,486.41,1,2024-08-23,Cash
T03018,C7009,Camera,Electronics,West,1217.66,4,2023-07-21,Debit Card
T03019,C1330,Smartwatch,Electronics,South,199.35,10,2024-04-19,Debit Card
T03020,C9384,Smartwatch,Office Equipment,South,630.66,3,2023-10-19,Online Payment
T03021,C8580,Printer,Office Equipment,West,1065.34,9,2024-08-29,Debit Card
T03022,C4408,Printer,Office Equipment,South,112.47,9,2023-03-09,Credit Card
T03023,C6752,Monitor,Office Equipment,East,1967.15,1,2024-08-03,Online Payment
T03024,C3300,Tablet,Electronics,West,1342.23,1,2024-02-07,Credit Card
T03025,C4793,Headphones,Office Equipment,West,258.0,4,2024-09-23,Online Payment
T03026,C2088,Desktop,Office Equipment,East,659.19,2,2024-05-04,Online Payment
T03027,C2835,Smartwatch,Office Equipment,North,1579.46,7,2022-12-19,Cash
T03028,C9416,Keyboard,Electronics,West,1398.66,9,2023-04-14,Cash
T03029,C5512,Smartwatch,Electronics,West,1244.97,7,2024-07-27,Cash
T03030,C9865,Camera,Office Equipment,East,1820.18,9,2023-11-15,Online Payment
T03031,C4632,Desktop,Office Equipment,South,1418.77,1,2023-12-31,UPI
T03032,C4478,Camera,Office Equipment,South,1194.69,8,2024-03-13,Debit Card
T03033,C2749,Keyboard,Accessories,North,1688.8,2,2024-07-02,Cash
T03034,C7628,Keyboard,Accessories,West,1723.85,1,2023-05-20,Debit Card
T03035,C4218,Camera,Office Equipment,West,1193.01,6,2023-06-29,Debit Card
T03036,C7528,Headphones,Accessories,South,1253.85,4,2024-07-13,Credit Card
T03037,C8048,Smartwatch,Office Equipment,South,1823.4,6,2023-06-12,Debit Card
T03038,C3771,Desktop,Electronics,East,1437.08,10,2024-10-09,Debit Card
T03039,C6245,Smartwatch,Office Equipment,North,1181.29,3,2024-11-15,Credit Card
T03040,C8670,Smartwatch,Office Equipment,North,1228.45,7,2024-02-06,Debit Card
T03041,C2253,Keyboard,Office Equipment,West,56.4,2,2024-07-28,Cash
T03042,C2560,Desktop,Electronics,South,1213.32,10,2023-12-07,Debit Card
T03043,C8708,Camera,Electronics,South,1429.8,3,2024-04-19,UPI
T03044,C4499,Camera,Accessories,South,1151.68,6,2022-12-25,UPI
T03045,C1723,Laptop,Office Equipment,West,880.3,5,2024-11-19,Debit Card
T03046,C9360,Monitor,Electronics,West,1939.11,9,2024-11-29,Online Payment
T03047,C5208,Monitor,Office Equipment,East,171.05,5,2023-02-11,UPI
T03048,C4602,Desktop,Electronics,West,827.28,4,2023-09-03,Cash
T03049,C2068,Monitor,Office Equipment,North,1194.69,3,2024-01-30,Credit Card
T03050,C9211,Monitor,Electronics,North,1997.46,6,2023-03-30,Cash
T03051,C4197,Printer,Accessories,South,987.17,2,2024-02-23,Credit Card
T03052,C5560,Laptop,Accessories,West,1044.84,1,2024-01-20,Credit Card
T03053,C8830,Laptop,Electronics,South,126.93,6,2024-09-10,Cash
T03054,C6093,Mobile Phone,Accessories,East,1906.69,9,2024-02-05,UPI
T03055,C3478,Mobile Phone,Accessories,South,369.56,9,2024-02-02,UPI
T03056,C3634,Camera,Office Equipment,East,480.69,5,2024-01-23,Online Payment
T03057,C2059,Headphones,Office Equipment,South,1352.26,4,2023-08-25,Online Payment
T03058,C1928,Keyboard,Electronics,North,613.14,1,2024-02-06,Credit Card
T03059,C7494,Camera,Electronics,South,901.24,4,2023-09-25,Online Payment
T03060,C2345,Tablet,Accessories,West,1474.74,10,2023-09-14,Debit Card
T03061,C1739,Printer,Accessories,South,611.74,3,2023-10-05,Debit Card
T03062,C6766,Desktop,Electronics,West,105.11,6,2024-12-02,Debit Card
T03063,C3403,Monitor,Accessories,North,939.04,9,2024-03-16,Cash
T03064,C7318,Keyboard,Electronics,West,1443.58,6,2023-12-20,UPI
T03065,C4595,Headphones,Office Equipment,West,969.4,2,2024-04-07,UPI
T03066,C6371,Tablet,Electronics,East,1288.35,6,2023-12-24,Debit Card
T03067,C8051,Laptop,Electronics,South,385.13,5,2024-05-20,Cash
T03068,C2612,Keyboard,Electronics,North,1855.6,2,2024-09-07,Online Payment
T03069,C7590,Keyboard,Office Equipment,East,1148.69,5,2023-05-07,Debit Card
T03070,C9370,Printer,Accessories,East,351.2,4,2024-10-16,Credit Card
T03071,C8839,Smartwatch,Accessories,West,1346.83,4,2024-01-02,Credit Card
T03072,C1563,Headphones,Accessories,West,882.9,5,2022-12-28,UPI
T03073,C7614,Smartwatch,Electronics,North,1067.72,1,2024-10-05,Cash
T03074,C7033,Camera,Office Equipment,South,735.45,2,2024-05-29,Cash
T03075,C7124,Headphones,Electronics,South,635.54,1,2024-03-22,Online Payment
T03076,C2072,Laptop,Accessories,East,911.38,10,2023-04-15,Debit Card
T03077,C8860,Keyboard,Office Equipment,South,1333.8,10,2024-10-29,Online Payment
T03078,C1517,Printer,Electronics,South,1396.96,9,2023-09-13,Online Payment
T03079,C6718,Desktop,Accessories,South,1595.71,6,2024-02-23,Debit Card
T03080,C6729,Smartwatch,Electronics,North,1474.64,6,2024-11-25,Online Payment
T03081,C8418,Headphones,Accessories,South,1113.14,5,2024-05-23,Credit Card
T03082,C9986,Mobile Phone,Electronics,East,1002.66,1,2023-07-22,Debit Card
T03083,C5355,Printer,Accessories,West,68.32,3,2022-12-22,UPI
T03084,C2866,Desktop,Office Equipment,North,1341.32,6,2024-05-04,UPI
T03085,C2696,Laptop,Office Equipment,East,1557.53,5,2023-09-29,Cash
T03086,C4801,Keyboard,Accessories,East,464.61,2,2023-07-11,Cash
T03087,C1353,Smartwatch,Office Equipment,West,1284.49,2,2024-08-23,Cash
T03088,C2762,Desktop,Electronics,East,1676.78,4,2023-12-24,Cash
T03089,C6904,Headphones,Accessories,North,850.12,6,2023-12-30,Credit Card
T03090,C8632,Camera,Electronics,East,1037.09,5,2024-07-09,Online Payment
T03091,C9308,Keyboard,Accessories,South,1163.93,6,2024-01-11,Online Payment
T03092,C4877,Headphones,Accessories,East,1396.89,5,2023-09-02,UPI
T03093,C1730,Camera,Office Equipment,West,1900.63,2,2023-01-08,Online Payment
T03094,C2591,Camera,Office Equipment,North,1656.41,1,2023-03-07,Credit Card
T03095,C2356,Printer,Office Equipment,East,1295.68,4,2024-06-18,Debit Card
T03096,C6072,Headphones,Electronics,North,1492.13,3,2023-01-25,Debit Card
T03097,C2985,Keyboard,Accessories,North,1976.32,2,2023-11-25,Cash
T03098,C9841,Smartwatch,Office Equipment,West,1553.57,9,2023-12-13,Cash
T03099,C8807,Mobile Phone,Office Equipment,South,1631.25,8,2023-10-02,Debit Card
T03100,C2337,Keyboard,Office Equipment,South,1602.59,8,2024-10-15,UPI
T03101,C2182,Mobile Phone,Accessories,North,426.01,4,2024-09-22,Debit Card
T03102,C5076,Mobile Phone,Electronics,East,622.8,6,2022-12-08,Online Payment
T03103,C5709,Camera,Office Equipment,East,1920.77,7,2024-03-19,Debit Card
T03104,C6498,Monitor,Office Equipment,South,1495.57,8,2023-09-12,Online Payment
T03105,C3278,Keyboard,Electronics,North,304.56,10,2023-03-18,Credit Card
T03106,C1647,Mobile Phone,Office Equipment,West,1345.75,1,2024-05-14,Cash
T03107,C2686,Camera,Office Equipment,North,1861.98,10,2023-05-11,Debit Card
T03108,C4240,Laptop,Electronics,West,1233.9,6,2024-11-09,Cash
T03109,C2296,Mobile Phone,Electronics,North,369.09,4,2023-12-12,UPI
T03110,C1316,Printer,Electronics,East,1547.29,7,2023-05-23,Credit Card
T03111,C5919,Headphones,Office Equipment,North,400.03,1,2023-04-27,Credit Card
T03112,C2116,Tablet,Accessories,South,1854.88,8,2024-02-06,Credit Card
T03113,C6594,Mobile Phone,Electronics,West,214.05,10,2022-12-27,Credit Card
T03114,C2883,Camera,Office Equipment,North,530.12,2,2024-04-11,UPI
T03115,C6087,Keyboard,Office Equipment,West,1985.96,2,2023-01-06,UPI
T03116,C6360,Monitor,Office Equipment,North,1201.96,7,2023-03-24,Cash
T03117,C4974,Monitor,Accessories,North,1832.69,10,2024-10-26,Online Payment
T03118,C4714,Headphones,Accessories,West,716.59,4,2023-05-07,Cash
T03119,C1146,Camera,Office Equipment,West,1336.2,7,2024-11-08,Cash
T03120,C3200,Smartwatch,Office Equipment,North,1495.34,4,2023-05-20,Credit Card
T03121,C8656,Smartwatch,Office Equipment,North,1559.43,10,2024-04-30,Online Payment
T03122,C7247,Printer,Office Equipment,South,1589.5,1,2024-06-06,Cash
T03123,C3356,Mobile Phone,Electronics,South,283.63,1,2024-11-11,Online Payment
T03124,C2432,Desktop,Office Equipment,North,1885.91,4,2023-04-07,Online Payment
T03125,C8833,Desktop,Office Equipment,North,1653.09,8,2023-09-15,Online Payment
T03126,C2498,Smartwatch,Office Equipment,South,943.4,1,2023-04-24,Credit Card
T03127,C5865,Tablet,Electronics,East,1306.07,2,2023-06-09,UPI
T03128,C1757,Keyboard,Electronics,East,718.37,1,2024-09-30,Debit Card
T03129,C4485,Smartwatch,Office Equipment,South,963.9,10,2023-06-28,Debit Card
T03130,C9599,Monitor,Office Equipment,South,1682.39,8,2024-09-29,Online Payment
T03131,C4006,Smartwatch,Accessories,North,545.2,5,2024-05-26,Debit Card
T03132,C2774,Tablet,Accessories,North,368.41,8,2024-10-15,Credit Card
T03133,C9651,Mobile Phone,Electronics,West,544.31,1,2024-07-07,UPI
T03134,C9594,Monitor,Accessories,East,770.36,7,2022-12-19,Credit Card
T03135,C2606,Mobile Phone,Accessories,East,215.52,1,2024-02-27,Online Payment
T03136,C6258,Desktop,Accessories,North,921.61,8,2023-12-28,UPI
T03137,C4658,Laptop,Electronics,West,835.47,9,2023-11-16,Cash
T03138,C9367,Headphones,Accessories,South,1720.84,4,2024-09-27,Credit Card
T03139,C4386,Headphones,Electronics,South,966.43,2,2024-11-07,Credit Card
T03140,C3464,Laptop,Office Equipment,East,55.46,8,2023-03-27,Online Payment
T03141,C3222,Tablet,Electronics,West,275.29,9,2023-09-27,Debit Card
T03142,C3021,Tablet,Office Equipment,North,1835.3,4,2023-05-31,Credit Card
T03143,C5886,Monitor,Office Equipment,West,1551.44,1,2023-01-24,Credit Card
T03144,C6200,Printer,Electronics,South,622.78,5,2023-07-02,Credit Card
T03145,C4174,Laptop,Accessories,West,1596.91,4,2023-08-08,Online Payment
T03146,C3097,Desktop,Electronics,South,1803.95,1,2024-02-02,Credit Card
T03147,C7927,Smartwatch,Accessories,West,887.13,9,2024-10-11,Cash
T03148,C8004,Tablet,Accessories,North,1339.37,4,2024-02-16,UPI
T03149,C5945,Tablet,Office Equipment,South,210.93,3,2024-10-22,Cash
T03150,C1629,Smartwatch,Electronics,North,983.96,1,2023-08-20,Online Payment
T03151,C1476,Keyboard,Office Equipment,North,1518.36,9,2023-12-15,Debit Card
T03152,C1336,Laptop,Electronics,East,58.57,2,2024-11-15,Online Payment
T03153,C7883,Smartwatch,Electronics,South,735.76,6,2023-11-02,Cash
T03154,C1759,Headphones,Accessories,North,786.97,10,2023-07-10,Debit Card
T03155,C6527,Printer,Accessories,West,1151.79,7,2024-09-20,Debit Card
T03156,C4170,Laptop,Office Equipment,South,1921.87,6,2023-12-24,UPI
T03157,C2165,Headphones,Electronics,South,843.6,10,2024-08-25,UPI
T03158,C4521,Headphones,Office Equipment,East,1578.63,9,2024-08-12,Cash
T03159,C9528,Monitor,Office Equipment,West,937.11,6,2024-12-02,Cash
T03160,C9971,Laptop,Office Equipment,West,1563.63,4,2023-01-25,Debit Card
T03161,C9495,Camera,Accessories,East,1059.22,2,2023-06-22,Online Payment
T03162,C6777,Mobile Phone,Accessories,East,1945.07,3,2023-09-13,Debit Card
T03163,C5029,Mobile Phone,Accessories,East,158.37,8,2023-05-10,Online Payment
T03164,C5768,Monitor,Office Equipment,East,855.9,1,2022-12-23,Debit Card
T03165,C8506,Mobile Phone,Electronics,East,1136.59,8,2024-11-12,Online Payment
T03166,C1034,Tablet,Office Equipment,North,108.44,7,2024-10-26,UPI
T03167,C6730,Laptop,Electronics,East,1372.4,9,2023-03-11,Debit Card
T03168,C7516,Desktop,Accessories,South,178.05,7,2024-01-26,Debit Card
T03169,C7155,Mobile Phone,Accessories,North,752.48,1,2022-12-12,UPI
T03170,C6155,Mobile Phone,Office Equipment,West,622.64,10,2023-05-13,Debit Card
T03171,C2880,Keyboard,Office Equipment,West,610.76,1,2023-01-21,Debit Card
T03172,C9013,Printer,Electronics,North,179.48,2,2023-05-12,Credit Card
T03173,C5237,Mobile Phone,Accessories,South,1952.33,8,2023-03-25,Online Payment
T03174,C8572,Desktop,Office Equipment,North,794.53,3,2023-08-26,Online Payment
T03175,C2005,Smartwatch,Electronics,East,423.9,10,2023-05-30,Cash
T03176,C5773,Printer,Office Equipment,West,1557.49,10,2024-06-17,UPI
T03177,C8339,Camera,Electronics,West,385.5,1,2024-05-31,Cash
T03178,C1500,Mobile Phone,Electronics,East,580.43,6,2023-01-25,UPI
T03179,C6300,Smartwatch,Office Equipment,South,435.05,6,2024-03-20,UPI
T03180,C9814,Keyboard,Accessories,North,1965.55,2,2023-08-15,Cash
T03181,C4001,Desktop,Accessories,East,122.27,3,2023-04-24,Cash
T03182,C1162,Mobile Phone,Office Equipment,South,1581.95,9,2024-04-17,Credit Card
T03183,C2498,Mobile Phone,Accessories,West,566.91,6,2023-09-25,Cash
T03184,C4041,Smartwatch,Office Equipment,East,91.37,8,2023-12-18,Cash
T03185,C3764,Desktop,Accessories,North,74.66,10,2024-05-18,UPI
T03186,C9951,Monitor,Accessories,North,265.24,1,2024-10-12,UPI
T03187,C9151,Desktop,Accessories,North,266.52,8,2024-02-27,Cash
T03188,C9426,Desktop,Electronics,South,1663.36,3,2023-09-17,Debit Card
T03189,C9184,Monitor,Office Equipment,West,1536.79,5,2023-04-12,Online Payment
T03190,C7553,Headphones,Accessories,East,1925.64,3,2023-07-01,Credit Card
T03191,C8291,Monitor,Accessories,South,1813.53,6,2024-01-29,Cash
T03192,C1529,Desktop,Office Equipment,East,1818.08,9,2022-12-28,Cash
T03193,C2731,Keyboard,Electronics,North,1084.01,3,2023-01-09,UPI
T03194,C8898,Smartwatch,Accessories,East,242.94,5,2023-01-18,UPI
T03195,C4713,Mobile Phone,Electronics,South,650.22,2,2022-12-12,Credit Card
T03196,C3257,Tablet,Accessories,East,1838.72,8,2023-12-15,Online Payment
T03197,C1204,Mobile Phone,Electronics,West,809.12,2,2023-08-07,Debit Card
T03198,C8467,Camera,Accessories,West,950.51,3,2024-10-01,Credit Card
T03199,C7142,Keyboard,Electronics,West,897.41,6,2023-06-13,Cash
T03200,C5581,Printer,Electronics,North,1042.65,5,2023-07-18,Credit Card
T03201,C6650,Keyboard,Accessories,West,567.69,9,2023-11-11,Debit Card
T03202,C7467,Mobile Phone,Accessories,East,1627.12,10,2023-06-16,Debit Card
T03203,C3713,Smartwatch,Office Equipment,East,1577.74,1,2024-07-09,Credit Card
T03204,C9813,Printer,Electronics,North,1754.88,5,2024-07-26,UPI
T03205,C6027,Desktop,Electronics,West,534.91,7,2023-08-03,Debit Card
T03206,C2395,Keyboard,Office Equipment,West,1971.72,9,2023-12-04,Credit Card
T03207,C9099,Headphones,Accessories,East,892.63,6,2023-11-05,Debit Card
T03208,C2291,Smartwatch,Accessories,East,1752.25,9,2023-02-10,UPI
T03209,C8308,Keyboard,Accessories,North,1058.68,7,2024-04-20,Debit Card
T03210,C3888,Smartwatch,Electronics,West,1410.6,9,2023-06-25,Online Payment
T03211,C7716,Desktop,Accessories,East,173.74,4,2023-11-17,Debit Card
T03212,C7694,Smartwatch,Electronics,North,1558.13,8,2023-03-04,Online Payment
T03213,C5814,Headphones,Accessories,South,569.67,4,2023-03-04,Cash
T03214,C7503,Camera,Office Equipment,South,501.34,3,2024-10-05,Online Payment
T03215,C8832,Mobile Phone,Accessories,East,319.7,1,2023-12-08,Debit Card
T03216,C8760,Camera,Electronics,West,1681.3,7,2023-08-29,Cash
T03217,C5542,Smartwatch,Electronics,West,1426.42,7,2023-08-18,Cash
T03218,C3305,Smartwatch,Office Equipment,West,251.23,10,2024-11-05,Cash
T03219,C3806,Headphones,Office Equipment,North,567.75,2,2024-11-19,Debit Card
T03220,C9230,Tablet,Accessories,South,123.87,7,2024-06-16,Online Payment
T03221,C5243,Headphones,Electronics,South,1098.64,3,2024-08-01,Credit Card
T03222,C8060,Laptop,Accessories,South,1305.63,10,2023-01-01,UPI
T03223,C3810,Desktop,Electronics,West,615.71,7,2023-04-06,Cash
T03224,C7350,Desktop,Accessories,North,1063.45,10,2024-09-30,Online Payment
T03225,C7282,Headphones,Electronics,North,946.13,3,2023-01-04,Online Payment
T03226,C1461,Smartwatch,Electronics,East,704.66,7,2024-04-14,Cash
T03227,C9338,Printer,Accessories,West,1394.66,3,2024-02-27,UPI
T03228,C2423,Printer,Accessories,East,607.24,3,2023-07-01,Debit Card
T03229,C9270,Smartwatch,Electronics,West,1079.33,9,2023-09-11,Cash
T03230,C9924,Headphones,Accessories,East,759.92,9,2024-03-12,UPI
T03231,C3413,Camera,Accessories,East,1499.13,10,2023-09-11,Cash
T03232,C6967,Smartwatch,Office Equipment,South,484.15,9,2023-01-03,UPI
T03233,C2755,Laptop,Office Equipment,North,1352.34,2,2023-08-25,Online Payment
T03234,C4190,Mobile Phone,Electronics,West,921.3,1,2024-10-19,UPI
T03235,C8270,Laptop,Electronics,North,1352.42,3,2023-09-10,Cash
T03236,C2124,Printer,Accessories,North,373.78,7,2023-12-22,UPI
T03237,C2234,Desktop,Electronics,West,1693.69,10,2024-08-17,Credit Card
T03238,C8291,Headphones,Accessories,West,1537.15,3,2024-04-27,Debit Card
T03239,C3193,Smartwatch,Office Equipment,North,360.58,4,2024-03-24,UPI
T03240,C6253,Smartwatch,Office Equipment,North,967.89,7,2023-01-29,Debit Card
T03241,C4202,Smartwatch,Office Equipment,East,755.19,8,2023-08-19,Credit Card
T03242,C3102,Mobile Phone,Electronics,West,1037.95,8,2023-11-19,Debit Card
T03243,C4012,Keyboard,Accessories,West,909.18,4,2024-07-19,Online Payment
T03244,C4383,Tablet,Accessories,North,1596.54,1,2024-06-06,Debit Card
T03245,C9357,Keyboard,Office Equipment,North,1028.72,10,2024-07-25,UPI
T03246,C2989,Laptop,Office Equipment,South,388.84,1,2024-08-21,UPI
T03247,C5748,Laptop,Electronics,North,1794.99,3,2024-01-11,Debit Card
T03248,C2925,Smartwatch,Accessories,North,881.89,7,2024-05-06,UPI
T03249,C2131,Printer,Accessories,North,1365.93,2,2023-08-16,Cash
T03250,C7370,Keyboard,Office Equipment,West,1417.16,7,2024-06-09,Online Payment
T03251,C7543,Tablet,Office Equipment,West,1608.8,3,2023-07-12,Online Payment
T03252,C6194,Keyboard,Electronics,North,1250.35,6,2024-03-13,Debit Card
T03253,C5281,Mobile Phone,Accessories,North,1544.0,5,2024-02-23,Online Payment
T03254,C3973,Monitor,Electronics,North,1217.11,1,2023-07-30,Debit Card
T03255,C3230,Smartwatch,Office Equipment,West,693.89,3,2024-06-22,Credit Card
T03256,C3766,Tablet,Accessories,South,1788.64,9,2023-04-24,Debit Card
T03257,C4788,Headphones,Electronics,East,1187.18,8,2024-10-26,Debit Card
T03258,C4344,Camera,Electronics,South,1900.23,2,2023-04-27,Debit Card
T03259,C6258,Mobile Phone,Office Equipment,South,163.78,10,2024-07-08,Credit Card
T03260,C5428,Mobile Phone,Office Equipment,South,507.1,9,2024-08-25,Cash
T03261,C1390,Printer,Accessories,West,481.8,2,2023-04-25,Online Payment
T03262,C3959,Mobile Phone,Electronics,West,684.01,10,2023-01-19,Online Payment
T03263,C3719,Laptop,Office Equipment,East,438.34,1,2023-08-03,Debit Card
T03264,C8995,Keyboard,Accessories,East,495.24,6,2023-12-30,Credit Card
T03265,C2238,Laptop,Accessories,North,1728.6,5,2023-05-12,Cash
T03266,C9678,Laptop,Accessories,North,1598.53,8,2024-03-31,UPI
T03267,C1014,Laptop,Office Equipment,West,1901.34,8,2024-10-24,Cash
T03268,C8848,Keyboard,Office Equipment,South,1507.08,5,2023-11-07,UPI
T03269,C3657,Smartwatch,Electronics,North,1766.64,9,2022-12-29,Debit Card
T03270,C2534,Desktop,Accessories,East,1523.55,6,2024-02-16,Credit Card
T03271,C7402,Printer,Accessories,South,1994.3,7,2023-02-05,Credit Card
T03272,C5313,Laptop,Electronics,South,399.64,6,2024-01-17,Debit Card
T03273,C6331,Camera,Office Equipment,South,839.08,6,2024-08-01,Cash
T03274,C7346,Mobile Phone,Office Equipment,West,878.95,4,2024-08-06,UPI
T03275,C6907,Keyboard,Office Equipment,West,406.32,10,2023-02-07,Credit Card
T03276,C6720,Tablet,Electronics,North,1349.44,8,2023-08-17,Credit Card
T03277,C3659,Camera,Electronics,East,101.2,4,2024-11-03,Online Payment
T03278,C7164,Monitor,Accessories,West,570.96,2,2023-12-12,Cash
T03279,C7423,Printer,Electronics,East,101.46,3,2023-10-28,Credit Card
T03280,C4048,Desktop,Electronics,East,1080.76,5,2023-06-13,Credit Card
T03281,C5341,Camera,Electronics,North,1588.8,2,2023-09-20,Cash
T03282,C2499,Monitor,Electronics,North,371.08,4,2024-07-25,Cash
T03283,C1007,Mobile Phone,Electronics,North,286.69,5,2024-04-09,UPI
T03284,C3649,Smartwatch,Office Equipment,South,1664.46,7,2024-02-29,Online Payment
T03285,C5957,Monitor,Office Equipment,North,1201.79,2,2024-03-21,UPI
T03286,C2544,Printer,Accessories,West,796.65,7,2024-01-08,Debit Card
T03287,C1665,Camera,Electronics,South,810.34,5,2024-07-05,Online Payment
T03288,C7329,Smartwatch,Office Equipment,West,1438.29,8,2024-06-25,UPI
T03289,C3273,Desktop,Electronics,West,91.1,2,2024-03-13,Credit Card
T03290,C6017,Monitor,Accessories,North,256.68,9,2023-06-09,UPI
T03291,C4699,Printer,Office Equipment,East,344.78,9,2024-09-05,Credit Card
T03292,C7465,Monitor,Accessories,South,1823.82,6,2023-09-21,Online Payment
T03293,C7132,Keyboard,Accessories,North,239.32,7,2024-01-28,Credit Card
T03294,C3434,Keyboard,Accessories,West,639.66,7,2023-11-27,Credit Card
T03295,C5575,Headphones,Accessories,East,818.4,8,2023-10-20,Online Payment
T03296,C4176,Mobile Phone,Electronics,West,1000.08,1,2024-03-19,Online Payment
T03297,C8459,Desktop,Office Equipment,East,107.49,5,2023-03-16,Credit Card
T03298,C2268,Headphones,Electronics,North,1739.1,2,2023-02-04,UPI
T03299,C9646,Camera,Accessories,South,702.8,8,2024-05-24,Credit Card
T03300,C4865,Tablet,Office Equipment,East,1191.88,9,2023-04-21,Credit Card
T03301,C6996,Mobile Phone,Accessories,West,323.68,8,2023-06-29,Credit Card
T03302,C9753,Laptop,Electronics,South,84.07,8,2024-05-26,Credit Card
T03303,C2458,Printer,Accessories,North,1906.28,2,2024-02-20,Online Payment
T03304,C6944,Keyboard,Electronics,North,1759.86,2,2023-07-18,Online Payment
T03305,C8907,Tablet,Electronics,South,1830.97,8,2024-04-08,Credit Card
T03306,C7352,Printer,Accessories,North,1994.6,3,2024-10-05,UPI
T03307,C2143,Keyboard,Office Equipment,East,1353.6,7,2023-12-27,UPI
T03308,C3852,Camera,Office Equipment,West,1489.8,9,2023-02-13,Debit Card
T03309,C5188,Keyboard,Accessories,North,92.8,4,2023-12-15,UPI
T03310,C4864,Mobile Phone,Office Equipment,East,1718.3,1,2022-12-15,UPI
T03311,C9378,Headphones,Office Equipment,North,1267.41,10,2024-11-16,Online Payment
T03312,C4449,Desktop,Office Equipment,West,1853.5,9,2024-09-02,Online Payment
T03313,C8447,Mobile Phone,Office Equipment,South,1327.83,1,2023-11-18,Debit Card
T03314,C5624,Headphones,Electronics,West,60.82,9,2023-07-07,Credit Card
T03315,C4481,Laptop,Office Equipment,West,251.29,6,2022-12-26,Online Payment
T03316,C2675,Tablet,Accessories,North,1453.95,8,2023-02-20,Debit Card
T03317,C6709,Desktop,Electronics,North,1114.94,1,2024-03-04,Cash
T03318,C7611,Smartwatch,Office Equipment,North,1137.88,9,2024-10-17,UPI
T03319,C7251,Camera,Accessories,North,1858.73,6,2024-04-07,Credit Card
T03320,C8340,Tablet,Office Equipment,West,252.83,1,2024-09-18,Cash
T03321,C3277,Keyboard,Accessories,South,1017.18,8,2024-11-08,Online Payment
T03322,C2729,Monitor,Accessories,West,476.63,8,2022-12-22,Credit Card
T03323,C7660,Mobile Phone,Electronics,North,1410.88,5,2024-06-13,UPI
T03324,C6930,Mobile Phone,Electronics,North,1257.15,6,2024-03-19,Credit Card
T03325,C2282,Headphones,Office Equipment,South,1695.42,6,2023-03-21,Credit Card
T03326,C4202,Tablet,Accessories,West,439.72,10,2023-05-29,Online Payment
T03327,C8249,Keyboard,Accessories,West,679.26,4,2023-02-12,Debit Card
T03328,C3535,Desktop,Electronics,South,1493.36,3,2024-07-04,Credit Card
T03329,C1351,Headphones,Office Equipment,North,209.58,7,2024-11-19,Online Payment
T03330,C5748,Smartwatch,Electronics,East,553.57,5,2023-05-10,Online Payment
T03331,C3653,Keyboard,Electronics,South,415.5,4,2023-04-10,Cash
T03332,C2861,Camera,Electronics,East,1031.36,3,2024-04-18,UPI
T03333,C2248,Smartwatch,Office Equipment,East,359.7,5,2024-06-18,Cash
T03334,C8080,Monitor,Electronics,East,1431.08,6,2024-01-24,Debit Card
T03335,C8088,Keyboard,Office Equipment,West,1750.05,6,2023-09-09,Credit Card
T03336,C4879,Printer,Accessories,West,1541.69,8,2024-08-10,Cash
T03337,C9871,Laptop,Office Equipment,West,1568.04,9,2022-12-14,Online Payment
T03338,C6336,Smartwatch,Office Equipment,North,1164.58,8,2023-04-06,Cash
T03339,C2673,Mobile Phone,Accessories,East,1663.26,8,2024-02-15,Credit Card
T03340,C3245,Monitor,Accessories,South,612.11,2,2024-01-24,UPI
T03341,C1860,Desktop,Office Equipment,South,289.12,6,2023-08-25,UPI
T03342,C1176,Desktop,Electronics,East,1365.5,4,2023-06-07,Debit Card
T03343,C9098,Camera,Electronics,East,381.44,6,2023-05-16,Credit Card
T03344,C2725,Laptop,Accessories,East,774.68,9,2024-09-30,Online Payment
T03345,C2412,Mobile Phone,Accessories,North,1173.34,5,2024-05-23,Debit Card
T03346,C1078,Desktop,Electronics,East,1249.22,8,2023-01-21,Online Payment
T03347,C6286,Camera,Accessories,East,821.15,10,2023-08-15,Debit Card
T03348,C2166,Desktop,Office Equipment,North,1846.99,7,2024-09-06,UPI
